,Tweet
1256,"@yfuruse @youkou888 @oyukihan1126 @pXAWviJQ1ktCsoR @MIKITO_777 ワクチン接種の体制がまだ十分に整いきってなかった時に菅元総理が接種すると聞いて政治家が優先されるのかと吹き上がった人もいました
「順番が来たら打ちますが後期高齢者だから若い人よりは早いと思います」という回答が秀逸だと思いました"
1257,"原発政策大転換、経産省幹部「神風吹いた」　主導したのは首相最側近https://t.co/y875SBBsgh 

官邸は今年、防衛と原発に「子育て」を含む三つの主要政策を「3兄弟」と呼び重視した。年末、首相はうち二つの政策で「政策の大転換」を決めた。"
1258,スピードワゴン？ 小泉 悠×東野篤子×高橋杉雄「大忘年会2022」 #国際政治ch 135 / ニコ生視聴中 https://t.co/9HUJCnlR7l
1259,この国の政治程酷くて悲しい事はないと、思う。議員さんは国会で居眠りしてないで、なんとかならないのですか？ https://t.co/vSEyDRQgsF
1260,国際政治チャンネル、見たい動画が溜まりすぎている、、追いつかなきゃと思いつつ今日の回は一刻も早く見たい
1261,"@ikuhei1974 @osakakyumin @dOherHZ1pUbD8t2 @josegraneste @tomomiheiwa @oxw32519032347t @f07h44Ssouy0uLw 「#自分にはわからない。」
なんて、無責任な事は
さすがに言えませんよ。

「党が考えるから、俺は知らない」
など、考えたこともない。
そんなら、政治を語らなきゃ良い。

通貨を刷って対応するか、
国債を発行して対応するか、

現実的な対応方法は
二通りに収斂すると思います。

いかがですか？"
1262,"〈ネット見た感想②〉

国民を貧乏にした日本を代表的な政治家
（画像に載せます。） https://t.co/dpnehdYPvr"
1263,@lingualandjp @Ami_Snowleopard 最近の政治は、税金の支出を恣意的に行う。誰に対しても公平で公正なものになっていない。行政が金儲けをする団体になっている。補助金行政で完全に麻痺をした。ポイント、割引、優遇措置、選挙協力など、常に条件を付ける有様になった政治団体が日本政府だ。ふるさと納税は禁止するべきだ。
1264,@ne1va9eH9nI2eiM 誰も戦争なんて望んでない。政治があるから戦争が無くならない。
1265,@mentaltakasan 政治活動と同じではと仰りましたが誰もが政治活動をしたことがあるとお考えで?少々ものの見方が歪んでいるようで
1266,"政治屋の連中には関係ないからな。
なかなか難しいかも…

〉RT"
1267,"@izumi_akashi それがわからんから政治家の給料だけどんどん上がっていくんでしょ?
さっさと全額国に返金して無償で働け
できないなら全員辞めちまえ
億単位の金をふざけたことに使う政治家共を駆逐してから少子化問題について語ってください"
1268,5年間で43兆円の大軍拡をいとも簡単に閣議決定した岸田首相。一方、コロナ禍でバイトが減り食費を切り詰め、奨学金の多額な借金抱え社会人になる若者。未来を託す若者にいつまで冷たい政治を続けるのでしょうか。学費半額、給付制奨学金の大幅拡充を！
1269,@pipimaspi358 どこを見て政治してんだか
1270,@IsamuSekai 短い間に考えをまとめて行くのですいません。投票率の低さの要因は3つ。一つは若い人は社会との接点が少ないことが原因。会社に入ったり子供ができると自然と政治に興味を持ちますが、若い間は悪い意味で視野が狭く、また優先順位が勉強や仕事になりますから、政治への関心が薄くなると思います。
1271,地域で居酒屋を営んでいる人が某コンテンツに対して思う所があって批判をしただけで架空予約で嫌がらせ。彼等が考える「町おこし」って独りよがりにもほどがあるな。 https://t.co/daOr5ukZ5c
1272,"ゼレンスキーにはいくつもの広告代理店が付いているそうだ。人々は、飽きるほどの戦争利権とピエロの為の政治ショーを見せられている。

ゼレンスキーは、議会での演説の後、ウクライナの旗をペロシに手渡した https://t.co/zYPCt3Q58J"
1273,"政治一問一答
特別国会の主な議題とは？？

A.内閣総理大臣の指名"
1274,"顧客には政治家・芸能人も

実力派 #占い師

#マダム・セリカ

過去や未来などあなたの運命は？

#占い でお見せします

↓マダム・セリカの占いはこちら
https://t.co/2cIj2D2JTq"
1275,"@Japangard @qnup9u スパイ防止法とかなんとか
ならんですかね？たかだか
二、三十年前までボートピープル
の奴らが偉そうに豪華客船やジェット
できて土地まで買いまくって
オマケに秘密警察？オイ政治家
いや政治屋ド腐れ官僚いや宦官
売るにも程あるやろ？
国士、侍、おらんなら一揆
て言う人挙手"
1276,"★今なら23％引き！
「夜曲 1996」のパンフレットセール中！　[22]
稲垣吾郎、宝生舞、松澤一之、篠倉伸子、あめくみちこ、梨本謙次郎、宮藤官九郎、伴美奈子、鈴木真弓、有馬自由、木下政治さん。
https://t.co/DbFEMiLKV1

＃稲垣吾郎　＃宮藤官九郎　https://t.co/uHPvnSkv7X"
1277,@nonbeiyasu 政治家へのテロを「世直し」と言うことは、暴力を肯定する危険思想である(断言)。
1278,"民主政治においては

失政は不適格な為政者を選んだ

民衆自身の責任だが

専制政治においてはそうではない。

民衆は自己反省より

気楽かつ無責任な

為政者の悪口を言える境遇を好むものだ。"
1279,"親の経済力や愛情、親の有無にかかわらず、すべての子供が安心して教育を受けられ、３度の食事に事欠かない暮らしができる国をめざすことは、無能な人が世襲によって無能な政治家になることを防ぐ良策にもなる。

お金の使い方に杜撰な政府が、多くの市民を不幸にすることも防止できる。"
1280,"@BeAkashi その後特例廃止を知り、政治に無関心であったことを悔いて恥じました😔まだまだそこから毛が生えた程度の勉強不足ですけど💦
でも医療費の所得制限撤廃など、色んな方の思いが広がってると感じます。でも未来応援はして欲しかったな🥲"
1281,"@roussama2ksa @yumeikumiihappi 政党で選ぶのでは無く
既存の政治屋を
選挙で投票や投票棄権で
当選させず
気骨のある
本当の政治家を選んで
必ず投票する
もし居なければ
多くの人達と協力して
担ぎ上げるぐらいしなければならないと思います。"
1282,行動を起こせば起こすほど国益を損なう男のトンチンカン演説https://t.co/PYuCfE70Bb
1283,政治　「拘束名簿式」での投票では、投票用紙に政党名のみを記入するが、「非拘束名簿式」での投票では、名簿登載者の氏名または政党名を記入する。
1284,"議員歳費が世界最高レベルでもいい。
議員宿舎が豪華マンションでもいい。
政治献金もその他諸々の手当もどんどん受け取っていい。
そのかわりにきちんと仕事さえしてくれたら。

失われた30年を作って諸問題の解決策が増税と負担増ばかりだから国民が怒る。
きちんとやれば歳費2倍でもいいと思うよ。 https://t.co/TiX5CxkVRN"
1285,"10年物国債金利について、
T橋さんは「マイナス0.5になどなるわけがない」というが、2016年と2019年にマイナス0.3になったことがあるので、ちょっと意味が分かりません。
私の貧弱な知識では是非の判断はできないが、コストプッシュが低下したらマイナスもあるのでは?

https://t.co/YmimVtBlAr"
